,text,sentiment,source
785,this allows the possibility of double booking for the same date and time after the first ,0,amazon
786,they work about 2 weeks then break ,0,amazon
787,it is simple to use and i like it ,1,amazon
788,it's a great tool for entertainment  communication  and data management oh  be sure to use activesync 4 2 for optimal data synchronization results ,1,amazon
789,i can't use this case because the smell is disgusting ,0,amazon
790,not what i wanted ,0,amazon
791,i own 2 of these cases and would order another ,1,amazon
792,great phone ,1,amazon
793,i bought this battery with a coupon from amazon and i'm very happy with my purchase ,1,amazon
794,the internet access was fine  it the rare instance that it worked ,0,amazon
795,perfect for the ps3 ,1,amazon
796,five star plus  plus ,1,amazon
797,a good quality bargain   i bought this after i bought a cheapy from big lots that sounded awful and people on the other end couldn't hear me ,1,amazon
798,$50 down the drain ,0,amazon
799,i tried talking real loud but shouting on the telephone gets old and i was still told it wasn't great ,0,amazon
800,good   works fine ,1,amazon
801,for the price this was a great deal ,1,amazon
802,great price  too ,1,amazon
803,if there is a wind  it is completely useless ,0,amazon
804,yes it's shiny on front side   and i love it ,1,amazon
805,does not work ,0,amazon
806,at first i thought i was grtting a good deal at $7 44  until i plugged it into my phone  v3c razr  ,0,amazon
807,the reception through this headset is excellent ,1,amazon
808,2 thumbs up to this seller,1,amazon
809,i have a verizon lg phone and they work well together  good reception and range that exceeds 20 feet line of sight ,1,amazon
810,improper description     i had to return it ,0,amazon
811, 1 it works    2 it is comfortable ,1,amazon
812,battery charge life is quite long ,1,amazon
813,the jabra eargels fit my ears very well ,1,amazon
814,battery has no life ,0,amazon
815,i checked everywhere and there is no feature for it which is really disappointing ,0,amazon
816,product is exactly as described ,1,amazon
817,gets a signal when other verizon phones won't ,1,amazon
818,doesn't do the job ,0,amazon
819,i would recommend it ,1,amazon
820,plan on ordering from them again and again ,1,amazon
821,that being said  for a phone  the camera is very nice  many cool effects to play with  and video is decent as well ,1,amazon
822,i have been very satisfied with this cell phone from day one ,1,amazon
823,they keep getting better and better  this is my third one and i've had numerous palms too  ,1,amazon
824,awkward to use and unreliable ,0,amazon
825,the shipping time was also very quick ,1,amazon
826,not as good as i had hoped ,0,amazon
827,good case  ,1,amazon
828,doesn't work ,0,amazon
829,really good product ,1,amazon
830,unfortunately it did not work ,0,amazon
831,all three broke within two months of use ,0,amazon
832,dont buy it ,0,amazon
833,my father has the v265  and the battery is dying ,0,amazon
834,however  the ear pads come off easily and after only one week i lost one ,0,amazon
835,the calls drop  the phone comes on and off at will  the screen goes black and the worst of all it stops ringing intermittently ,0,amazon
836,horrible  horrible protector ,0,amazon
837,i don't like this nokia either ,0,amazon
838,reaching for the bottom row is uncomfortable  and the send and end keys are not where i expect them to be 3 ,0,amazon
839,i have bought this nokia cell phone a few weeks ago and it was a nightmare ,0,amazon
840,it would take too long to describe how bad my customer service experience has been with amazon ,0,amazon
841,the only very disappointing thing was there was no speakerphone    ,0,amazon
842,terrible   my car will not accept this cassette ,0,amazon
843,product is useless  since it does not have enough charging current to charge the 2 cellphones i was planning to use it with ,0,amazon
844,it's not what it says it is ,0,amazon
845,stay away from the q  ,0,amazon
846,used and dirty ,0,amazon
847,very unreliable service from t mobile  ,0,amazon
848,not good enough for the price ,0,amazon
849,i bought two of them and neither will charge ,0,amazon
850,it looks very nice ,1,amazon
851,this is an excellent tool  especially when paired with your phone's auto answer ,1,amazon
852,i have read other's reviews here but i haven't had any problem with it ,1,amazon
853,these products cover up the important light sensor above the ear outlet ,0,amazon
854,comfortable in my hand ,1,amazon
855,just does not work ,0,amazon
856,poor reliability ,0,amazon
857, it works  ,1,amazon
858,if i take a picture  the battery drops a bar  and starts beeping  letting me know its dieing ,0,amazon
859,terrible product  and waste of money ,0,amazon
860,last time buying from you ,0,amazon
861,it was a waste of my money ,0,amazon
862,so far it has worked like a charm ,1,amazon
863,i have only had it for a few weeks  but so far  so good ,1,amazon
864,but  in any case  the best part is  you can download these pictures to your laptop using ir  or even send pictures from your laptop to the phone ,1,amazon
865,would recommend this item ,1,amazon
866,it's been my choice headset for years great sound  good volume  good noise cancellation ,1,amazon
867,nice case  feels good in your hands ,1,amazon
868,the item received was counterfeit ,0,amazon
869,just really good   so far  probably the best bt headset i have ever had ,1,amazon
870,works fine ,1,amazon
871,i received my headset in good time and was happy with it ,1,amazon
872,i was very pleased to see that i could replace my well travled swivel holster for my blackberry flip ,1,amazon
873,my sister has one also and she loves it ,1,amazon
874,good quality ,1,amazon
875,this is by far the worst purchase i've made on amazon ,0,amazon
876,excellent dual purpose headset ,1,amazon
877,excellent  ,1,amazon
878,does not work for listening to music with the cingular 8125 ,0,amazon
879,it seems completely secure  both holding on to my belt  and keeping the iphone inside ,1,amazon
880,the bottowm line   another worthless  cheap gimmick from sprint ,0,amazon
881,having trouble with volume ,0,amazon
882,the only good thing was that it fits comfortably on small ears ,1,amazon
883,warning   do not buy   ,0,amazon
884,i am pairing this with my iphone  and i could not be happier with it so far ,1,amazon
885,when it opens  the battery connection is broken and the device is turned off ,0,amazon
886,i didn't want the clip going over the top of my ear  causing discomfort ,0,amazon
887,best headset ever    ,1,amazon
888,don't trust their website and don't expect any helpful support ,0,amazon
889,it was that loud glad to say that the plantronics 510 maintains a flawless connection to my cell and with no static during normal use ,1,amazon
890,the speaker is of low quality so as making the ring tones sound very cheap ,0,amazon
891,fits comfortably  came with three sizes of earbud tips ,1,amazon
892,excellent product for the price ,1,amazon
893,bad reception ,0,amazon
894,this product is very high quality chinese crap      ,0,amazon
895,it was quite comfortable in the ear ,1,amazon
896,great phone ,1,amazon
897,don't buy this product   it fails  ,0,amazon
898,everything about this product is wrong first,0,amazon
899,the pairing of the two devices was so easy it barely took a couple minutes before i started making calls with the voice dialing feature ,1,amazon
900,this was utterly confusing at first  which caused me to lose a couple of very  very important contacts ,0,amazon
901,terrible phone holder ,0,amazon
902,the cutouts and buttons are placed perfectly ,1,amazon
903,i love being able to use one headset for both by land line and cell ,1,amazon
904,problem is that the ear loops are made of weak material and break easily ,0,amazon
905,not nearly as good looking as the amazon picture makes it look ,0,amazon
906,but despite these few flaws  this case is of exceptional quality and well worth the additional costs of owning an official oem product ,1,amazon
907,how stupid is that ,0,amazon
908,i can hear while i'm driving in the car  and usually don't even have to put it on it's loudest setting ,1,amazon
909,seller shipped quickly and much cheaper than the competitors ,1,amazon
910,good show  samsung ,1,amazon
911,so i bought about 10 of these and saved alot of money ,1,amazon
912,it always cuts out and makes a beep beep beep sound then says signal failed ,0,amazon
913,couldn't figure it out,0,amazon
914,my phone sounded ok   not great   ok   but my wife's phone was almost totally unintelligible  she couldn't understand a word being said on it ,0,amazon
915,so i had to take the battery out of the phone put it all back together and then restart it ,0,amazon
916,while i managed to bend the leaf spring back in place  the metal now has enough stress that it will break on the next drop ,0,amazon
917,leopard print is wonderfully wild  ,1,amazon
918,works for me ,1,amazon
919,saggy  floppy piece of junk ,0,amazon
920,much better than the hard plastic cases ,1,amazon
921,it also had a new problem ,0,amazon
922,happy so far  ,1,amazon
923,cool phone ,1,amazon
924,works good ,1,amazon
925,motorola finally got the voice quality of a bluetooth headset right ,1,amazon
926,it looses connection to the phone even when it is within a couple feet between the two ,0,amazon
927,but it is great  i would really recommend it,1,amazon
928,makes it easier to keep up with my bluetooth when i'm not wearing it ,0,amazon
929,as i said above    pretty useless ,0,amazon
930,never got it     ,0,amazon
931,this pair of headphones is the worst that i have ever had sound wise ,0,amazon
932,      down the drain because of a weak snap ,0,amazon
933,does not charge the cingular  att  8525 phone ,0,amazon
934,you get extra minutes so that you can carry out the call and not get cut off  ,1,amazon
935,however  after about a year  the fliptop started to get loose and wobbly and eventually my screen went black and i couldn't receive and place calls ,0,amazon
936,i kept catching the cable on the seat and i had to pull the phone out to turn it on an off ,0,amazon
937,the headset fulfills my requirements so i am happy with my purchase ,1,amazon
938,logitech bluetooth headset is a 10  ,1,amazon
939,i like the fact that it rests lightly against your ear  rather than inside ,1,amazon
940,a lot of websites have been rating this a very good phone and so do i ,1,amazon
941,i have tried these cables with my computer and my ipod and it works just fine ,1,amazon
942,the mic there is a joke  and the volume is quite low ,0,amazon
943,i'm returning them ,0,amazon
944,i does not maintain a connection with the computer while it is on my lap ,0,amazon
945,it is easy to turn on and off when you are in the car and the volume controls are quite accessable ,1,amazon
946,i have had mine for about a year and this christmas i bought some for the rest of the family ,1,amazon
947,otherwise  easy to install and use  clear sound ,1,amazon
948,nice leather ,1,amazon
949,i had to purchase a different case ,0,amazon
950,it is a joy to use ,1,amazon
951,very much disappointed with this company ,0,amazon
952,very satisifed with that ,1,amazon
953,it didn't charge for me ,0,amazon
954,this is the phone to get for 2005     i just bought my s710a and all i can say is wow ,1,amazon
955,buttons are too small ,0,amazon
956,just reading on the specs alone makes you say wow ,1,amazon
957,love it   great armband ,1,amazon
958,i really like this product over the motorola because it is allot clearer on the ear piece and the mic ,1,amazon
959,however  the keypads are so tinny that i sometimes reach the wrong buttons ,0,amazon
960,i exchanged the sony ericson z500a for this and i'm pretty happy with that decision ,1,amazon
961,i was very impressed with the price of the cases ,1,amazon
962,also makes it easier to hold on to ,1,amazon
963,i use this product in a motor control center where there is a lot of high voltage humming from the equipment  and it works great ,1,amazon
964,it's pretty easy ,1,amazon
965,i cannot make calls at certain places ,0,amazon
966,however  my girl was complain that some time the phone doesn't wake up like normal phone does ,0,amazon
967,beautiful styling though ,1,amazon
968,this company charge me a restocking fee and still not given me my refund back ,0,amazon
969,i'm trying to return it for a refund ,0,amazon
970,i plugged it in only to find out not a darn thing worked ,0,amazon
971,excellent product ,1,amazon
972,earbud piece breaks easily ,0,amazon
973,lousy product ,0,amazon
974,this phone tries very hard to do everything but fails at it's very ability to be a phone ,0,amazon
975,it is the best charger i have seen on the market yet ,1,amazon
976,sweetest phone   ,1,amazon
977,   oh  the charger seems to work fine ,1,amazon
978,it fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal ,1,amazon
979,not enough volume ,0,amazon
980,echo problem    very unsatisfactory,0,amazon
981,you could only take 2 videos at a time and the quality was very poor ,0,amazon
982,don't waste your money ,0,amazon
983,i am going to have to be the first to negatively review this product ,0,amazon
984,adapter does not provide enough charging current ,0,amazon
985,there was so much hype over this phone that i assumed it was the best  my mistake ,0,amazon
986,you also cannot take pictures with it in the case because the lense is covered ,0,amazon
987,phone falls out easily ,0,amazon
988,it didn't work  people can not hear me when i talk ,0,amazon
989,the text messaging feature is really tricky to use ,0,amazon
990,i'm really disappointed all i have now is a charger that doesn't work ,0,amazon
991,painful on the ear ,0,amazon
992,lasted one day and then blew up ,0,amazon
993,disappointed ,0,amazon
994,kind of flops around ,0,amazon
995,the screen does get smudged easily because it touches your ear and face ,0,amazon
996,what a piece of junk   i lose more calls on this phone ,0,amazon
997,item does not match picture ,0,amazon
998,the only thing that disappoint me is the infra red port  irda  ,0,amazon
999,you can not answer calls with the unit  never worked once ,0,amazon
1000,a very  very  very slow moving  aimless movie about a distressed  drifting young man   ,0,imdb
1001,not sure who was more lost   the flat characters or the audience  nearly half of whom walked out   ,0,imdb
1002,attempting artiness with black   white and clever camera angles  the movie disappointed   became even more ridiculous   as the acting was poor and the plot and lines almost non existent   ,0,imdb
1003,very little music or anything to speak of   ,0,imdb
1004,the best scene in the movie was when gerardo is trying to find a song that keeps running through his head   ,1,imdb
1005,the rest of the movie lacks art  charm  meaning    if it's about emptiness  it works i guess because it's empty   ,0,imdb
1006,wasted two hours   ,0,imdb
1007,saw the movie today and thought it was a good effort  good messages for kids   ,1,imdb
1008,a bit predictable   ,0,imdb
1009,loved the casting of jimmy buffet as the science teacher   ,1,imdb
1010,and those baby owls were adorable   ,1,imdb
1011,the movie showed a lot of florida at it's best  made it look very appealing   ,1,imdb
1012,the songs were the best and the muppets were so hilarious   ,1,imdb
1013,it was so cool   ,1,imdb
1014,this is a very  right on case  movie that delivers everything almost right in your face   ,1,imdb
1015,it had some average acting from the main person  and it was a low budget as you clearly can see   ,0,imdb
1016,this review is long overdue  since i consider a tale of two sisters to be the single greatest film ever made   ,1,imdb
1017,i'll put this gem up against any movie in terms of screenplay  cinematography  acting  post production  editing  directing  or any other aspect of film making   ,1,imdb
1018,it's practically perfect in all of them â  a true masterpiece in a sea of faux  masterpieces   ,1,imdb
1019,  the structure of this film is easily the most tightly constructed in the history of cinema   ,1,imdb
1020,i can think of no other film where something vitally important occurs every other minute   ,1,imdb
1021,in other words  the content level of this film is enough to easily fill a dozen other films   ,1,imdb
1022,how can anyone in their right mind ask for anything more from a movie than this   ,1,imdb
1023,it's quite simply the highest  most superlative form of cinema imaginable   ,1,imdb
1024,yes  this film does require a rather significant amount of puzzle solving  but the pieces fit together to create a beautiful picture   ,1,imdb
1025,this short film certainly pulls no punches   ,0,imdb
1026,graphics is far from the best part of the game   ,0,imdb
1027,this is the number one best th game in the series   ,1,imdb
1028,it deserves strong love   ,1,imdb
1029,it is an insane game   ,1,imdb
1030,there are massive levels  massive unlockable characters    it's just a massive game   ,1,imdb
1031,waste your money on this game   ,1,imdb
1032,this is the kind of money that is wasted properly   ,1,imdb
1033,actually  the graphics were good at the time   ,1,imdb
1034,today the graphics are crap   ,0,imdb
1035,as they say in canada  this is the fun game  aye   ,1,imdb
1036,this game rocks   ,1,imdb
1037,buy it  play it  enjoy it  love it   ,1,imdb
1038,it's pure brilliance   ,1,imdb
1039,this was a flick doomed from its conception   ,0,imdb
1040,the very idea of it was lame   take a minor character from a mediocre pg 13 film  and make a complete non sequel while changing its tone to a pg rated family movie   ,0,imdb
1041,i wasn't the least bit interested   ,0,imdb
1042,not only did it only confirm that the film would be unfunny and generic  but it also managed to give away the entire movie  and i'm not exaggerating   every moment  every plot point  every joke is told in the trailer   ,0,imdb
1043,but it's just not funny   ,0,imdb
1044,but even the talented carrell can't save this   ,0,imdb
1045,his co stars don't fare much better  with people like morgan freeman  jonah hill  and ed helms just wasted   ,0,imdb
1046,the story itself is just predictable and lazy   ,0,imdb
1047,the only real effects work is the presence of all the animals  and the integration of those into the scenes is some of the worst and most obvious blue green screen work i've ever seen   ,0,imdb
1048,but whatever it was that cost them so much  it didn't translate to quality  that's for sure   ,0,imdb
1049,the film succeeds despite  or perhaps because of  an obviously meagre budget   ,1,imdb
1050,i'm glad the film didn't go for the most obvious choice  as a lesser film certainly would have   ,1,imdb
1051,in addition to having one of the most lovely songs ever written  french cancan also boasts one of the cutest leading ladies ever to grace the screen   ,1,imdb
1052,it's hard not to fall head over heels in love with that girl   ,1,imdb
1053,on the negative  it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen   ,0,imdb
1054,long  whiny and pointless   ,0,imdb
1055,but i recommend waiting for their future efforts  let this one go   ,0,imdb
1056,excellent cast  story line  performances   ,1,imdb
1057,totally believable   ,1,imdb
1058,anne heche was utterly convincing   ,1,imdb
1059,sam shepard's portrayal of a gung ho marine was sobering   ,1,imdb
1060,i sat riveted to the tv screen   ,1,imdb
1061,all in all i give this one a resounding 9 out of 10   ,1,imdb
1062,i do think tom hanks is a good actor   ,1,imdb
1063,i enjoyed reading this book to my children when they were little   ,1,imdb
1064,i was very disappointed in the movie   ,0,imdb
1065,one character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard   ,0,imdb
1066,there is a totally unnecessary train roller coaster scene   ,0,imdb
1067,there was absolutely no warmth or charm to these scenes or characters   ,0,imdb
1068,this movie totally grates on my nerves   ,0,imdb
1069,the performances are not improved by improvisation  because the actors now have twice as much to worry about  not only whether they're delivering the line well  but whether the line itself is any good   ,0,imdb
1070,and  quite honestly  often its not very good   ,0,imdb
1071,often the dialogue doesn't really follow from one line to another  or fit the surroundings   ,0,imdb
1072,it crackles with an unpredictable  youthful energy   but honestly  i found it hard to follow and concentrate on it meanders so badly   ,0,imdb
1073,there are some generally great things in it   ,1,imdb
1074,i wouldn't say they're worth 2 hours of your time  though   ,0,imdb
1075,the suspense builders were good    just cross the line from g to pg   ,1,imdb
1076,i especially liked the non cliche choices with the parents  in other movies  i could predict the dialog verbatim  but the writing in this movie made better selections   ,1,imdb
1077,if you want a movie that's not gross but gives you some chills  this is a great choice   ,1,imdb
1078,alexander nevsky is a great film   ,1,imdb
1079,he is an amazing film artist  one of the most important whoever lived   ,1,imdb
1080,i'm glad this pretentious piece of s    didn't do as planned by the dodge stratus big shots    it's gonna help movie makers who aren't in the very restrained  movie business  of quã©bec   ,0,imdb
1081,this if the first movie i've given a 10 to in years   ,1,imdb
1082,if there was ever a movie that needed word of mouth to promote  this is it   ,1,imdb
1083,overall  the film is interesting and thought provoking   ,1,imdb
1084,plus  it was well paced and suited its relatively short run time   ,1,imdb
1085,give this one a look   ,1,imdb
1086,i gave it a 10  ,1,imdb
1087,the wind and the lion is well written and superbly acted   ,1,imdb
1088,it is a true classic   ,1,imdb
1089,it actually turned out to be pretty decent as far as b list horror suspense films go   ,1,imdb
1090,definitely worth checking out   ,1,imdb
1091,the problem was the script   ,0,imdb
1092,it was horrendous   ,0,imdb
1093,there was nothing believable about it at all   ,0,imdb
1094,the only suspense i was feeling was the frustration at just how retarded the girls were   ,0,imdb
1095,manna from heaven is a terrific film that is both predictable and unpredictable at the same time   ,1,imdb
1096,the scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going   ,1,imdb
1097,the cast of veteran actors are more than just a nostalgia trip   ,1,imdb
1098,ursula burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church   ,1,imdb
1099,if you are looking for a movie with a terrific cast  some good music including a shirley jones rendition of  the way you look tonight    and an uplifting ending  give this one a try   ,1,imdb
1100,i don't think you will be disappointed   ,1,imdb
1101,frankly  after cotton club and unfaithful  it was kind of embarrassing to watch lane and gere in this film  because it is bad   ,0,imdb
1102,the acting was bad  the dialogs were extremely shallow and insincere   ,0,imdb
1103,it was too predictable  even for a chick flick   ,0,imdb
1104,too politically correct   ,0,imdb
1105,very disappointing   ,0,imdb
1106,the only thing really worth watching was the scenery and the house  because it is beautiful   ,1,imdb
1107,i love lane  but i've never seen her in a movie this lousy   ,0,imdb
1108,an hour and a half i wish i could bring back   ,0,imdb
1109,but in terms of the writing it's very fresh and bold   ,1,imdb
1110,the acting helps the writing along very well  maybe the idiot savant sister could have been played better   and it is a real joy to watch   ,1,imdb
1111,the directing and the cinematography aren't quite as good   ,0,imdb
1112,the movie was so boring  that i sometimes found myself occupied peaking in the paper instead of watching  never happened during a columbo movie before   ,0,imdb
1113,   and sometimes it was so embarrassing that i had to look away   ,0,imdb
1114,the directing seems too pretentious   ,0,imdb
1115,the scenes with the  oh so mature  neighbour girl are a misplace   ,0,imdb
1116,and generally the lines and plot is weaker than the average episode   ,0,imdb
1117,then scene where they debated whether or not to sack the trumpeter  who falsely was accused for the murder  is pure horror  really stupid   ,0,imdb
1118,some applause should be given to the  prelude  however   ,1,imdb
1119,i really liked that   ,1,imdb
1120,a great film by a great director   ,1,imdb
1121,the movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night   ,1,imdb
1122,the music in the film is really nice too   ,1,imdb
1123,i'd advise anyone to go and see it   ,1,imdb
1124,brilliant   ,1,imdb
1125,10 10  ,1,imdb
1126,i liked this movie way too much   ,1,imdb
1127,my only problem is i thought the actor playing the villain was a low rent michael ironside   ,0,imdb
1128,it rocked my world and is certainly a must see for anyone with no social or physical outlets   ,1,imdb
1129,however  this didn't make up for the fact that overall  this was a tremendously boring movie   ,0,imdb
1130,there was no chemistry between ben affleck and sandra bullock in this film  and i couldn't understand why he would consider even leaving his wife to be for this chick that he supposedly was knocked out by   ,0,imdb
1131,there were several moments in the movie that just didn't need to be there and were excruciatingly slow moving   ,0,imdb
1132,this was a poor remake of  my best friends wedding    ,0,imdb
1133,all in all  a great disappointment   ,0,imdb
1134,i cannot believe that the actors agreed to do this  film    ,0,imdb
1135,i could not stand to even watch it for very long for fear of losing i q   ,0,imdb
1136,i guess that nobody at the network that aired this dribble watched it before putting it on   ,0,imdb
1137,imdb ratings only go as low 1 for awful  it's time to get some negative numbers in there for cases such as these   ,0,imdb
1138,i saw  mirrormask  last night and it was an unsatisfactory experience   ,0,imdb
1139,unfortunately  inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict   ,0,imdb
1140,these are the central themes of the film and they are handled ineptly  stereotypically and with no depth of imagination   ,0,imdb
1141,all the pretty pictures in the world cannot make up for a piece of work that is flawed at the core   ,0,imdb
1142,it is an hour and half waste of time  following a bunch of very pretty high schoolers whine and cry about life   ,0,imdb
1143,you can't relate with them  hell you barely can understand them   ,0,imdb
1144,this is definitely a cult classic well worth viewing and sharing with others   ,1,imdb
1145,this movie is a pure disaster  the story is stupid and the editing is the worst i have seen  it confuses you incredibly   ,0,imdb
1146,the fish is badly made and some of its underwater shots are repeated a thousand times in the film   ,0,imdb
1147,a truly  truly bad film   ,0,imdb
1148,the acting is terrible  and the writing is worse   ,0,imdb
1149,the only possible way this movie could be redeemed would be as mst3k fodder   ,0,imdb
1150,i paid too much   ,0,imdb
1151,also  it's a real treat to see anthony quinn playing crazy horse   ,1,imdb
1152,it was so boring   ,0,imdb
1153,no plot whatsoever   ,0,imdb
1154,again  no plot at all   ,0,imdb
1155,horrible   ,0,imdb
1156,worst hour and a half of my life oh my gosh   ,0,imdb
1157,i had to walk out of the theatre for a few minutes just to get some relief   ,0,imdb
1158,i hate movies like that   ,0,imdb
1159,yeah  the movie pretty much sucked   ,0,imdb
1160,there is no plot or storyline    ,0,imdb
1161,if you do go see this movie  bring a pillow or a girlfriend boyfriend to keep you occupied through out   ,0,imdb
1162,awful   ,0,imdb
1163,i don't think i've ever gone to a movie and disliked it as much   ,0,imdb
1164,it was a good thing that the tickets only cost five dollars because i would be mad if i'd have paid $7 50 to see this crap   ,0,imdb
1165,nobody identifies with these characters because they're all cardboard cutouts and stereotypes  or predictably reverse stereotypes    ,0,imdb
1166,this is a bad film  with bad writing  and good actors    an ugly cartoon crafted by paul haggis for people who can't handle anything but the bold strokes in storytelling    a picture painted with crayons   ,0,imdb
1167,crash is a depressing little nothing  that provokes emotion  but teaches you nothing if you already know racism and prejudice are bad things   ,0,imdb
1168,still  i do like this movie for it's empowerment of women  there's not enough movies out there like this one   ,1,imdb
1169,your brain will attempt to shut down as part of a primal impulse of self preservation   ,0,imdb
1170,i was left shattered from the experience of watching this 'film' and i took a good two hours to fully recover   ,0,imdb
1171,this movie now joins revenge of the boogeyman and zombiez as part of the hellish trinity of horror films   ,0,imdb
1172,i certainly do not mean this distinction in a good way   ,0,imdb
1173,i mean this in a terrible way   ,0,imdb
1174,this film has no redeeming features   ,0,imdb
1175,everything is appalling   ,0,imdb
1176,artless camera work endlessly presents us with the ugliest setting imaginable  i e   ,0,imdb
1177,the story is beyond stupid   ,0,imdb
1178,the script isâ…was there a script   ,0,imdb
1179,the kids are annoying   ,0,imdb
1180,the lead man is charisma free   ,0,imdb
1181,utterly without merit on any level  this is akin to torture   ,0,imdb
1182,i'll even say it again â  this is torture   ,0,imdb
1183,maybe there would be a reasonable explanation for this atrocity   ,0,imdb
1184,not a pleasant voyage of self discovery   ,0,imdb
1185,highly unrecommended   ,0,imdb
1186,if this premise sound stupid  that's because it is   ,0,imdb
1187,yes  it's that bad   ,0,imdb
1188,nothing at all to recommend   ,0,imdb
1189,an excellent performance from ms   ,1,imdb
1190,garbo  who showed right off the bat that her talents could carry over from the silent era  i wanted to see some of her silent work  but netflix doesn't seem to be stocking them   ,1,imdb
1191,it's also great to see that renowned silent screenwriter frances marion hasn't missed a step going from silent to sound   ,1,imdb
1192,this movie suffered because of the writing  it needed more suspense   ,0,imdb
1193,there were too many close ups   ,0,imdb
1194,but other than that the movie seemed to drag and the heroes didn't really work for their freedom   ,0,imdb
1195,but this movie is definitely a below average rent   ,0,imdb
1196, you'll love it   ,1,imdb
1197,this movie is bad   ,0,imdb
1198,so bad   ,0,imdb
1199,the film is way too long   ,0,imdb
1200,this is definitely one of the bad ones   ,0,imdb
1201,the movie i received was a great quality film for it's age   ,1,imdb
1202,john wayne did an incredible job for being so young in the movie industry   ,1,imdb
1203,his on screen presence shined thought even though there were other senior actors on the screen with him   ,1,imdb
1204,i think that it is a must see older john wayne film   ,1,imdb
1205,i really don't see how anyone could enjoy this movie   ,0,imdb
1206,i don't think i've ever seen a movie half as boring as this self indulgent piece of junk   ,0,imdb
1207,it probably would have been better if the director hadn't spent most of the movie showcasing his own art work  which really isn't that noteworthy   ,0,imdb
1208,another thing i didn't really like is when a character got punched in the face  a gallon of blood would spew forth soon after   ,0,imdb
1209,jamie foxx absolutely is ray charles   ,1,imdb
1210,his performance is simply genius   ,1,imdb
1211,he owns the film  just as spacek owned  coal miner's daughter  and quaid owned  great balls of fire   ,1,imdb
1212,  in fact  it's hard to remember that the part of ray charles is being acted  and not played by the man himself   ,1,imdb
1213,ray charles is legendary   ,1,imdb
1214,ray charles' life provided excellent biographical material for the film  which goes well beyond being just another movie about a musician   ,1,imdb
1215,hitchcock is a great director   ,1,imdb
1216,ironically i mostly find his films a total waste of time to watch   ,0,imdb
1217,secondly  hitchcock pretty much perfected the thriller and chase movie   ,1,imdb
1218,it's this pandering to the audience that sabotages most of his films   ,0,imdb
1219,hence the whole story lacks a certain energy   ,0,imdb
1220,the plot simply rumbles on like a machine  desperately depending on the addition of new scenes   ,0,imdb
1221,there are the usual hitchcock logic flaws   ,0,imdb
1222,mishima is extremely uninteresting   ,0,imdb
1223,this is a chilly  unremarkable movie about an author living working in a chilly abstruse culture   ,0,imdb
1224,the flat reenactments don't hold your attention because they are emotionally adrift and stagy   ,0,imdb
1225,and the rest of it just sits there being awful    with soldiers singing songs about the masculinity they pledge themselves to  hairsplitting about purity  the admiration of swords  etc   ,0,imdb
1226,he can bore you to pieces  and kill the momentum of a movie  quicker than anyone else   ,0,imdb
1227,schrader has made a resume full of lousy  amateurish films   ,0,imdb
1228,when i first watched this movie  in the 80s  i loved it   ,1,imdb
1229,i was totally fascinated by the music  the dancing    everything   ,1,imdb
1230,however  i recently watched the whole thing again on dvd  and i was completely struck by how extremely stupid the storyline was   how it contained holes  inconsistencies and   frankly   a whole lot of crap   and how horrid the dancing was   ,0,imdb
1231,i mean  in a realistic world  she would never have gotten into that ballet repertory    the whole thing was quite pathetic   ,0,imdb
1232,the character developments also lacked in depth   ,0,imdb
1233,woa  talk about awful   ,0,imdb
1234,do not waste your time   ,0,imdb
1235,it was just too horrible   ,0,imdb
1236,the worst  sappiest dialogue    i could go on and on   ,0,imdb
1237,but what really made it unwatchable was the direction   ,0,imdb
1238,the poor actors   ,0,imdb
1239,you can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action   ,0,imdb
1240,if you check the director's filmography on this site you will see why this film didn't have a chance   ,0,imdb
1241,this would not even be good as a made for tv flick   ,0,imdb
1242,if good intentions made a film great  then this film might be one of the greatest films ever made   ,1,imdb
1243,the film has great actors  a master director  a significant theme  at least a would be significant theme  undertone of fifties existential world weariness  aerial scenes that ought to have thrilled both senses and imagination  and characters about which one might deeply care   ,1,imdb
1244,regrettably  the film fails   ,0,imdb
1245,the movie lacks visual interest  drama  expression of feeling  and celebration of the very patriotism that underlines the narrative   ,0,imdb
1246,no actress has been worse used that june allison in this movie   ,0,imdb
1247,yet  i enjoy watching it   ,1,imdb
1248,unfortunately  this is a bad movie that is just plain bad   ,0,imdb
1249,bad script  bad direction and horrible acting make this one plain bad   ,0,imdb
1250,the dialogue sucked   ,0,imdb
1251,the cinematography if it can be called that sucked   ,0,imdb
1252,the soundtrack sucked   ,0,imdb
1253,the acting sucked   ,0,imdb
1254,the concert sequences just sucked   ,0,imdb
1255,that was nice   ,1,imdb
1256,that was funny   ,1,imdb
1257,it was so funny   ,1,imdb
1258,overall  this movie was cheap trash   ,0,imdb
1259,but this movie is not funny  considering the ridiculousness of it   ,0,imdb
1260,i came out of it feeling angry   ,0,imdb
